#SolutionType
OPTIMAL
#Nets
0, MC_S02_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X1Y10, resp_in, S02_AXI, 6, BE, READ, 38, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port0_out NOC_NPS5555_X4Y3 port2_in NOC_NPS5555_X4Y3 port0_out NOC_NPS5555_X1Y3 port2_in NOC_NPS5555_X1Y3 port1_out NOC_NMU128_X1Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S06_AXI_MC_READ_REQPORT0, NOC_NMU128_X8Y10, req_out, S06_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 34, 100, 1, 1, NOC_NMU128_X8Y10 req_out NOC_NPS5555_X13Y3 port3_in NOC_NPS5555_X13Y3 port2_out NOC_NPS5555_X16Y3 port0_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S06_AXI_MC_WRITEPORT0, NOC_NMU128_X8Y10, req_out, S06_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 34, 100, 2, 2, NOC_NMU128_X8Y10 req_out NOC_NPS5555_X13Y3 port3_in NOC_NPS5555_X13Y3 port2_out NOC_NPS5555_X16Y3 port0_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S06_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X8Y10, resp_in, S06_AXI, 7, BE, WRITE_RESP, 34, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port0_out NOC_NPS5555_X13Y3 port2_in NOC_NPS5555_X13Y3 port3_out NOC_NMU128_X8Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S05_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X9Y10, resp_in, S05_AXI, 6, BE, READ, 39, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port2_out NOC_NCRB_X1Y0 port0_in NOC_NCRB_X1Y0 port0_out NOC_NPS5555_X19Y3 port0_in NOC_NPS5555_X19Y3 port1_out NOC_NMU128_X9Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S05_AXI_MC_READ_REQPORT0, NOC_NMU128_X9Y10, req_out, S05_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 39, 100, 1, 1, NOC_NMU128_X9Y10 req_out NOC_NPS5555_X19Y3 port1_in NOC_NPS5555_X19Y3 port0_out NOC_NCRB_X1Y1 port0_in NOC_NCRB_X1Y1 port0_out NOC_NPS5555_X16Y3 port2_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S05_AXI_MC_WRITEPORT0, NOC_NMU128_X9Y10, req_out, S05_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 39, 100, 2, 2, NOC_NMU128_X9Y10 req_out NOC_NPS5555_X19Y3 port1_in NOC_NPS5555_X19Y3 port0_out NOC_NCRB_X1Y1 port0_in NOC_NCRB_X1Y1 port0_out NOC_NPS5555_X16Y3 port2_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S05_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X9Y10, resp_in, S05_AXI, 7, BE, WRITE_RESP, 39, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port2_out NOC_NCRB_X1Y0 port0_in NOC_NCRB_X1Y0 port0_out NOC_NPS5555_X19Y3 port0_in NOC_NPS5555_X19Y3 port1_out NOC_NMU128_X9Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S00_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X10Y10, resp_in, S00_AXI, 6, BE, READ, 39, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port2_out NOC_NCRB_X1Y0 port0_in NOC_NCRB_X1Y0 port0_out NOC_NPS5555_X19Y3 port0_in NOC_NPS5555_X19Y3 port3_out NOC_NMU128_X10Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S00_AXI_MC_READ_REQPORT0, NOC_NMU128_X10Y10, req_out, S00_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 39, 100, 1, 1, NOC_NMU128_X10Y10 req_out NOC_NPS5555_X19Y3 port3_in NOC_NPS5555_X19Y3 port0_out NOC_NCRB_X1Y1 port0_in NOC_NCRB_X1Y1 port0_out NOC_NPS5555_X16Y3 port2_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S00_AXI_MC_WRITEPORT0, NOC_NMU128_X10Y10, req_out, S00_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 39, 100, 2, 2, NOC_NMU128_X10Y10 req_out NOC_NPS5555_X19Y3 port3_in NOC_NPS5555_X19Y3 port0_out NOC_NCRB_X1Y1 port0_in NOC_NCRB_X1Y1 port0_out NOC_NPS5555_X16Y3 port2_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S00_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X10Y10, resp_in, S00_AXI, 7, BE, WRITE_RESP, 39, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port2_out NOC_NCRB_X1Y0 port0_in NOC_NCRB_X1Y0 port0_out NOC_NPS5555_X19Y3 port0_in NOC_NPS5555_X19Y3 port3_out NOC_NMU128_X10Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S11_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X11Y10, resp_in, S11_AXI, 6, BE, READ, 43, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port2_out NOC_NPS5555_X18Y0 port0_in NOC_NPS5555_X18Y0 port2_out NOC_NPS5555_X21Y0 port0_in NOC_NPS5555_X21Y0 port3_out NOC_NPS5555_X21Y1 port1_in NOC_NPS5555_X21Y1 port0_out NOC_NPS_VNOC_X2Y1 port2_in NOC_NPS_VNOC_X2Y1 port0_out NOC_NPS_VNOC_X2Y3 port2_in NOC_NPS_VNOC_X2Y3 port0_out NOC_NPS_VNOC_X2Y5 port2_in NOC_NPS_VNOC_X2Y5 port0_out NOC_NPS_VNOC_X2Y7 port2_in NOC_NPS_VNOC_X2Y7 port0_out NOC_NPS_VNOC_X2Y9 port2_in NOC_NPS_VNOC_X2Y9 port0_out NOC_NPS_VNOC_X2Y11 port2_in NOC_NPS_VNOC_X2Y11 port0_out NOC_NPS_VNOC_X2Y13 port2_in NOC_NPS_VNOC_X2Y13 port0_out NOC_NPS5555_X22Y3 port1_in NOC_NPS5555_X22Y3 port2_out NOC_NCRB_X2Y0 port0_in NOC_NCRB_X2Y0 port0_out NOC_NPS5555_X25Y3 port0_in NOC_NPS5555_X25Y3 port1_out NOC_NMU128_X11Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S11_AXI_MC_READ_REQPORT0, NOC_NMU128_X11Y10, req_out, S11_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 43, 100, 1, 1, NOC_NMU128_X11Y10 req_out NOC_NPS5555_X25Y3 port1_in NOC_NPS5555_X25Y3 port0_out NOC_NCRB_X2Y1 port0_in NOC_NCRB_X2Y1 port0_out NOC_NPS5555_X22Y3 port2_in NOC_NPS5555_X22Y3 port1_out NOC_NPS_VNOC_X2Y13 port0_in NOC_NPS_VNOC_X2Y13 port2_out NOC_NPS_VNOC_X2Y11 port0_in NOC_NPS_VNOC_X2Y11 port2_out NOC_NPS_VNOC_X2Y9 port0_in NOC_NPS_VNOC_X2Y9 port2_out NOC_NPS_VNOC_X2Y7 port0_in NOC_NPS_VNOC_X2Y7 port2_out NOC_NPS_VNOC_X2Y5 port0_in NOC_NPS_VNOC_X2Y5 port2_out NOC_NPS_VNOC_X2Y3 port0_in NOC_NPS_VNOC_X2Y3 port2_out NOC_NPS_VNOC_X2Y1 port0_in NOC_NPS_VNOC_X2Y1 port2_out NOC_NPS5555_X21Y1 port0_in NOC_NPS5555_X21Y1 port1_out NOC_NPS5555_X21Y0 port3_in NOC_NPS5555_X21Y0 port0_out NOC_NPS5555_X18Y0 port2_in NOC_NPS5555_X18Y0 port0_out NOC_NPS5555_X15Y0 port2_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S11_AXI_MC_WRITEPORT0, NOC_NMU128_X11Y10, req_out, S11_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 43, 100, 2, 2, NOC_NMU128_X11Y10 req_out NOC_NPS5555_X25Y3 port1_in NOC_NPS5555_X25Y3 port0_out NOC_NCRB_X2Y1 port0_in NOC_NCRB_X2Y1 port0_out NOC_NPS5555_X22Y3 port2_in NOC_NPS5555_X22Y3 port1_out NOC_NPS_VNOC_X2Y13 port0_in NOC_NPS_VNOC_X2Y13 port2_out NOC_NPS_VNOC_X2Y11 port0_in NOC_NPS_VNOC_X2Y11 port2_out NOC_NPS_VNOC_X2Y9 port0_in NOC_NPS_VNOC_X2Y9 port2_out NOC_NPS_VNOC_X2Y7 port0_in NOC_NPS_VNOC_X2Y7 port2_out NOC_NPS_VNOC_X2Y5 port0_in NOC_NPS_VNOC_X2Y5 port2_out NOC_NPS_VNOC_X2Y3 port0_in NOC_NPS_VNOC_X2Y3 port2_out NOC_NPS_VNOC_X2Y1 port0_in NOC_NPS_VNOC_X2Y1 port2_out NOC_NPS5555_X21Y1 port0_in NOC_NPS5555_X21Y1 port1_out NOC_NPS5555_X21Y0 port3_in NOC_NPS5555_X21Y0 port0_out NOC_NPS5555_X18Y0 port2_in NOC_NPS5555_X18Y0 port0_out NOC_NPS5555_X15Y0 port2_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S11_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X11Y10, resp_in, S11_AXI, 7, BE, WRITE_RESP, 43, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port2_out NOC_NPS5555_X18Y0 port0_in NOC_NPS5555_X18Y0 port2_out NOC_NPS5555_X21Y0 port0_in NOC_NPS5555_X21Y0 port3_out NOC_NPS5555_X21Y1 port1_in NOC_NPS5555_X21Y1 port0_out NOC_NPS_VNOC_X2Y1 port2_in NOC_NPS_VNOC_X2Y1 port0_out NOC_NPS_VNOC_X2Y3 port2_in NOC_NPS_VNOC_X2Y3 port0_out NOC_NPS_VNOC_X2Y5 port2_in NOC_NPS_VNOC_X2Y5 port0_out NOC_NPS_VNOC_X2Y7 port2_in NOC_NPS_VNOC_X2Y7 port0_out NOC_NPS_VNOC_X2Y9 port2_in NOC_NPS_VNOC_X2Y9 port0_out NOC_NPS_VNOC_X2Y11 port2_in NOC_NPS_VNOC_X2Y11 port0_out NOC_NPS_VNOC_X2Y13 port2_in NOC_NPS_VNOC_X2Y13 port0_out NOC_NPS5555_X22Y3 port1_in NOC_NPS5555_X22Y3 port2_out NOC_NCRB_X2Y0 port0_in NOC_NCRB_X2Y0 port0_out NOC_NPS5555_X25Y3 port0_in NOC_NPS5555_X25Y3 port1_out NOC_NMU128_X11Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S09_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X12Y10, resp_in, S09_AXI, 6, BE, READ, 43, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port2_out NOC_NPS5555_X18Y0 port0_in NOC_NPS5555_X18Y0 port2_out NOC_NPS5555_X21Y0 port0_in NOC_NPS5555_X21Y0 port3_out NOC_NPS5555_X21Y1 port1_in NOC_NPS5555_X21Y1 port0_out NOC_NPS_VNOC_X2Y1 port2_in NOC_NPS_VNOC_X2Y1 port0_out NOC_NPS_VNOC_X2Y3 port2_in NOC_NPS_VNOC_X2Y3 port0_out NOC_NPS_VNOC_X2Y5 port2_in NOC_NPS_VNOC_X2Y5 port0_out NOC_NPS_VNOC_X2Y7 port2_in NOC_NPS_VNOC_X2Y7 port0_out NOC_NPS_VNOC_X2Y9 port2_in NOC_NPS_VNOC_X2Y9 port0_out NOC_NPS_VNOC_X2Y11 port2_in NOC_NPS_VNOC_X2Y11 port0_out NOC_NPS_VNOC_X2Y13 port2_in NOC_NPS_VNOC_X2Y13 port0_out NOC_NPS5555_X22Y3 port1_in NOC_NPS5555_X22Y3 port2_out NOC_NCRB_X2Y0 port0_in NOC_NCRB_X2Y0 port0_out NOC_NPS5555_X25Y3 port0_in NOC_NPS5555_X25Y3 port3_out NOC_NMU128_X12Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S09_AXI_MC_READ_REQPORT0, NOC_NMU128_X12Y10, req_out, S09_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 43, 100, 1, 1, NOC_NMU128_X12Y10 req_out NOC_NPS5555_X25Y3 port3_in NOC_NPS5555_X25Y3 port0_out NOC_NCRB_X2Y1 port0_in NOC_NCRB_X2Y1 port0_out NOC_NPS5555_X22Y3 port2_in NOC_NPS5555_X22Y3 port1_out NOC_NPS_VNOC_X2Y13 port0_in NOC_NPS_VNOC_X2Y13 port2_out NOC_NPS_VNOC_X2Y11 port0_in NOC_NPS_VNOC_X2Y11 port2_out NOC_NPS_VNOC_X2Y9 port0_in NOC_NPS_VNOC_X2Y9 port2_out NOC_NPS_VNOC_X2Y7 port0_in NOC_NPS_VNOC_X2Y7 port2_out NOC_NPS_VNOC_X2Y5 port0_in NOC_NPS_VNOC_X2Y5 port2_out NOC_NPS_VNOC_X2Y3 port0_in NOC_NPS_VNOC_X2Y3 port2_out NOC_NPS_VNOC_X2Y1 port0_in NOC_NPS_VNOC_X2Y1 port2_out NOC_NPS5555_X21Y1 port0_in NOC_NPS5555_X21Y1 port1_out NOC_NPS5555_X21Y0 port3_in NOC_NPS5555_X21Y0 port0_out NOC_NPS5555_X18Y0 port2_in NOC_NPS5555_X18Y0 port0_out NOC_NPS5555_X15Y0 port2_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
